District,Season,season_temporal,transplant_month,growth_start_month,harvest_start_month,temp_diurnal_range,temp_mean,gdd_proxy,svp_proxy,vpd_proxy,humidity_mid,season_sin,season_cos,area_log,area_x_diurnal,temp_x_humidity,Season_enc,Crop Name_enc,Transplant_enc,Growth_enc,Harvest_enc,District_enc,AP Ratio
Rajshahi,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,6.556778356158042,10545.0,2337.5,2,29,10,24,22,53,0.8677098151
Rangamati,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,4.007333185232471,810.0,2337.5,2,29,10,24,22,54,0.5740740741
Rangpur,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,4.787491742782046,1785.0,2337.5,2,29,10,24,22,55,0.7394957983
Shariatpur,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,6.472346294500901,9690.0,2337.5,2,29,10,24,22,57,1.044891641
Sherpur,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,4.6443908991413725,1545.0,2337.5,2,29,10,24,22,58,0.9708737864
Sirajganj,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,8.061486866871327,47535.0,2337.5,2,29,10,24,22,59,0.7639633954
Sunamganj,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,7.926602599181384,41535.0,2337.5,2,29,10,24,22,60,0.7273383893
Sylhet,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,2.5649493574615367,180.0,2337.5,2,29,10,24,22,61,0.75
Tangail,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,7.981049759665957,43860.0,2337.5,2,29,10,24,22,62,0.5523255814
Thakurgaon,Rabi,0,10.0,11.0,3.0,15.0,27.5,17.5,3.6724723278933036,0.5508708491839956,85.0,0.0,1.0,4.406719247264253,1215.0,2337.5,2,29,10,24,22,63,0.6172839506
Bagerhat,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.176149732573829,2112.0,1957.5,0,30,0,20,32,0,8.454545455
Bandarban,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.738152494595957,10116.0,1957.5,0,30,0,20,32,1,0.4223013049
Barguna,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,7.288244401020124,17544.0,1957.5,0,30,0,20,32,2,0.53625171
Barishal,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,8.189244525735901,43212.0,1957.5,0,30,0,20,32,3,2.709802833
Bhola,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.049856007249537,1860.0,1957.5,0,30,0,20,32,4,7.587096774
Bogura,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.8998973535824915,4368.0,1957.5,0,30,0,20,32,5,12.37087912
Brahmanbaria,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.483107351457199,7836.0,1957.5,0,30,0,20,32,6,1.998468606
Chandpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.176149732573829,2112.0,1957.5,0,30,0,20,32,7,14.40909091
Chapai Nawabganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.70808408385307,9816.0,1957.5,0,30,0,20,32,8,4.880195599
Chattogram,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,8.580731212220226,63924.0,1957.5,0,30,0,20,32,9,7.900131406
Chuadanga,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.318119993844216,2436.0,1957.5,0,30,0,20,32,10,9.581280788
CoxsBazar,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,8.505525386548555,59292.0,1957.5,0,30,0,20,32,11,0.3523578223
Cumilla,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,7.325807502595773,18216.0,1957.5,0,30,0,20,32,12,3.889986825
Dhaka,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.60947179518496,3264.0,1957.5,0,30,0,20,32,13,14.70955882
Dinajpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.150602768446279,5616.0,1957.5,0,30,0,20,32,14,5.126068376
Faridpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.488937726156687,2892.0,1957.5,0,30,0,20,32,15,5.647302905
Feni,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.247024072160486,2268.0,1957.5,0,30,0,20,32,16,3.613756614
Gaibandha,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.666426688112432,3456.0,1957.5,0,30,0,20,32,17,4.489583333
Gazipur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,8.845633256340186,83316.0,1957.5,0,30,0,20,32,18,0.8492006337
Gopalganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.627621113690637,3324.0,1957.5,0,30,0,20,32,19,6.303249097
Habiganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.2422232654551655,6156.0,1957.5,0,30,0,20,32,20,6.799220273
Jamalpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.472346294500901,7752.0,1957.5,0,30,0,20,32,21,5.724458204
Jashore,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.933423025730715,12300.0,1957.5,0,30,0,20,32,22,7.287804878
Jhallokati,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,8.008698182988528,36072.0,1957.5,0,30,0,20,32,23,1.825016633
Jhenaidah,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.963579343618446,4656.0,1957.5,0,30,0,20,32,24,12.70103093
Joypurhat,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,4.663439094112067,1260.0,1957.5,0,30,0,20,32,25,7.647619048
Khagrachari,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.410174881966167,7284.0,1957.5,0,30,0,20,32,26,2.434925865
Khulna,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.8805329864007,4284.0,1957.5,0,30,0,20,32,27,7.557422969
Kishoreganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.062595033026967,1884.0,1957.5,0,30,0,20,32,28,7.853503185
Kurigram,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.187385805840755,2136.0,1957.5,0,30,0,20,32,29,5.191011236
Kushtia,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.059123195581797,5124.0,1957.5,0,30,0,20,32,30,16.9882904
Lakshmipur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,4.204692619390966,792.0,1957.5,0,30,0,20,32,31,15.21212121
Lalmonirhat,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.846438775057725,4140.0,1957.5,0,30,0,20,32,32,4.223188406
Madaripur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,4.709530201312334,1320.0,1957.5,0,30,0,20,32,33,4.7
Magura,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.638354669333745,3360.0,1957.5,0,30,0,20,32,34,8.857142857
Manikganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.267858159063328,2316.0,1957.5,0,30,0,20,32,35,7.316062176
Meherpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.568344503761097,3132.0,1957.5,0,30,0,20,32,36,4.551724138
Moulvibazar,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.777652323222656,3864.0,1957.5,0,30,0,20,32,37,8.341614907
Munshiganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,4.477336814478207,1044.0,1957.5,0,30,0,20,32,38,6.655172414
Mymensingh,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,7.264730177929867,17136.0,1957.5,0,30,0,20,32,39,2.899159664
Naogaon,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.0014148779611505,4836.0,1957.5,0,30,0,20,32,40,4.258064516
Narail,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.958424693029782,4632.0,1957.5,0,30,0,20,32,41,5.121761658
Narayanganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,3.8501476017100584,552.0,1957.5,0,30,0,20,32,42,19.69565217
Narsingdi,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.638354669333745,3360.0,1957.5,0,30,0,20,32,43,15.28214286
Natore,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.255750041753367,6240.0,1957.5,0,30,0,20,32,44,10.37884615
Netrokona,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.855071922202427,4176.0,1957.5,0,30,0,20,32,45,5.74137931
Nilphamari,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,4.927253685157205,1644.0,1957.5,0,30,0,20,32,46,11.3649635
Noakhali,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.8916442118257715,4332.0,1957.5,0,30,0,20,32,47,4.933518006
Pabna,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.278521424165844,6384.0,1957.5,0,30,0,20,32,48,12.81390977
Panchagar,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.43372200355424,2736.0,1957.5,0,30,0,20,32,49,6.495614035
Patuakhali,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.46302945692067,7680.0,1957.5,0,30,0,20,32,50,2.00625
Pirojpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,7.899153483343097,32328.0,1957.5,0,30,0,20,32,51,11.39161099
Rajbari,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.707110264748875,3600.0,1957.5,0,30,0,20,32,52,5.85
Rajshahi,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,7.32052696227274,18120.0,1957.5,0,30,0,20,32,53,5.878807947
Rangamati,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.9584483932976555,12612.0,1957.5,0,30,0,20,32,54,6.141769743
Rangpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.267858159063328,2316.0,1957.5,0,30,0,20,32,55,8.880829016
Satkhira,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.517671272912275,8112.0,1957.5,0,30,0,20,32,56,3.627218935
Shariatpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.638354669333745,3360.0,1957.5,0,30,0,20,32,57,4.403571429
Sherpur,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,5.720311776607412,3648.0,1957.5,0,30,0,20,32,58,3.878289474
Sirajganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,4.919980925828125,1632.0,1957.5,0,30,0,20,32,59,23.36764706
Sunamganj,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,7.1846291527173145,15816.0,1957.5,0,30,0,20,32,60,0.4218512898
Sylhet,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,6.137727054086234,5544.0,1957.5,0,30,0,20,32,61,3.385281385
Tangail,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,8.740656691541368,75012.0,1957.5,0,30,0,20,32,62,0.6608542633
Thakurgaon,Kharif 1,1,4.0,9.0,5.0,12.0,29.0,19.0,4.006989216850847,1.3022714954765253,67.5,0.8660254037844387,-0.4999999999999998,4.990432586778736,1752.0,1957.5,0,30,0,20,32,63,7.575342466
Bagerhat,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.564348191467836,2375.0,2846.25,0,31,0,20,1,0,26.71578947
Bandarban,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.707110264748875,7500.0,2846.25,0,31,0,20,1,1,12.53
Barguna,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.398594934535208,15000.0,2846.25,0,31,0,20,1,2,3.945
Barishal,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.2166061010848646,12500.0,2846.25,0,31,0,20,1,3,17.202
Bhola,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.398594934535208,15000.0,2846.25,0,31,0,20,1,4,23.33333333
Bogura,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.53813982376767,17250.0,2846.25,0,31,0,20,1,5,34.65942029
Brahmanbaria,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.017279836814924,3750.0,2846.25,0,31,0,20,1,6,139.38
Chandpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.175867270105761,12000.0,2846.25,0,31,0,20,1,7,22.54583333
Chapai Nawabganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.14166355650266,4250.0,2846.25,0,31,0,20,1,8,17.48823529
Chattogram,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.906754778648554,24950.0,2846.25,0,31,0,20,1,9,34.12825651
Chuadanga,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.2626798770413155,1750.0,2846.25,0,31,0,20,1,10,79.42857143
CoxsBazar,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.484796933490655,6000.0,2846.25,0,31,0,20,1,11,30.82083333
Cumilla,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.68586094706836,20000.0,2846.25,0,31,0,20,1,12,24.8875
Dhaka,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.365976015021851,5325.0,2846.25,0,31,0,20,1,13,16.67605634
Dinajpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,7.372118028337787,39750.0,2846.25,0,31,0,20,1,14,22.23836478
Faridpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.498282149476434,16575.0,2846.25,0,31,0,20,1,15,19.60030166
Feni,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.61512051684126,2500.0,2846.25,0,31,0,20,1,16,23.61
Gaibandha,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.467698726104354,16075.0,2846.25,0,31,0,20,1,17,18.36858476
Gazipur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,8.790877754224164,164325.0,2846.25,0,31,0,20,1,18,14.57416705
Gopalganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.220355825078324,4600.0,2846.25,0,31,0,20,1,19,12.36956522
Habiganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.478509642208569,16250.0,2846.25,0,31,0,20,1,20,30.9
Jamalpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.61512051684126,2500.0,2846.25,0,31,0,20,1,21,286.81
Jashore,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.61512051684126,2500.0,2846.25,0,31,0,20,1,22,113.11
Jhallokati,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.55250788703459,17500.0,2846.25,0,31,0,20,1,23,3.57
Jhenaidah,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.398594934535208,15000.0,2846.25,0,31,0,20,1,24,21.55666667
Joypurhat,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.564348191467836,2375.0,2846.25,0,31,0,20,1,25,29.47368421
Khagrachari,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,8.599141774063405,135650.0,2846.25,0,31,0,20,1,26,7.908956874
Khulna,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.313205979041787,5050.0,2846.25,0,31,0,20,1,27,20.69306931
Kishoreganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.303304908059076,5000.0,2846.25,0,31,0,20,1,28,128.59
Kurigram,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.6039438246004725,18425.0,2846.25,0,31,0,20,1,29,13.27137042
Kushtia,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.707110264748875,7500.0,2846.25,0,31,0,20,1,30,275.8533333
Lakshmipur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.043425116919247,3850.0,2846.25,0,31,0,20,1,31,9.636363636
Lalmonirhat,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.942799375126701,9500.0,2846.25,0,31,0,20,1,32,18.87631579
Madaripur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.25227342804663,4750.0,2846.25,0,31,0,20,1,33,10.70526316
Magura,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.707110264748875,7500.0,2846.25,0,31,0,20,1,34,5.62
Manikganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.7464121285733745,21250.0,2846.25,0,31,0,20,1,35,6.881176471
Meherpur,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.762173934797756,2900.0,2846.25,0,31,0,20,1,36,83.75862069
Moulvibazar,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,7.220373836723949,34150.0,2846.25,0,31,0,20,1,37,6.139824305
Munshiganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.07753744390572,1450.0,2846.25,0,31,0,20,1,38,13.46551724
Mymensingh,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.398594934535208,15000.0,2846.25,0,31,0,20,1,39,42.32333333
Naogaon,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.14166355650266,4250.0,2846.25,0,31,0,20,1,40,36.67647059
Narail,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.704414354964107,20375.0,2846.25,0,31,0,20,1,41,9.607361963
Narayanganj,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,3.4339872044851463,750.0,2846.25,0,31,0,20,1,42,67.0
Narsingdi,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,7.069874128458572,29375.0,2846.25,0,31,0,20,1,43,23.13531915
Natore,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,6.523562306149512,17000.0,2846.25,0,31,0,20,1,44,34.19411765
Netrokona,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,4.110873864173311,1500.0,2846.25,0,31,0,20,1,45,951.2166667
Nilphamari,Kharif 1,1,4.0,9.0,4.0,25.0,34.5,24.5,5.470936716642573,0.9574139254124505,82.5,0.8660254037844387,-0.4999999999999998,5.14166355650266,4250.0,2846.25,0,31,0,20,1,46,189.4058824
